file_name,difficulty_score
001,0.1445326154295806
002,0.16237040772640868
003,0.15155362241895803
004,0.14790376108657902
005,0.14935635200243233
006,0.14212306183397597
007,0.16934612706543384
008,0.1581441589917511
009,0.14488982557910293
010,0.1465406286668567
011,0.14227995604144691
012,0.16729231508845496
013,0.1486104703085512
014,0.15317103302042323
015,0.2565839085722202
016,0.22222302844225203
017,0.1556303495109187
018,0.16169792416528947
019,0.1603791635435117
020,0.1774544915117566
021,0.1524581762940041
022,0.15226836149552916
023,0.1403601191568087
024,0.14113371702433478
025,0.14153073574170189
026,0.15140520891286988
027,0.17319078576320157
028,0.16207921440801212
029,0.15787014752243536
030,0.1549828696215382
031,0.16172515806939852
032,0.1552696604075409
