file_name,difficulty_score,Abweichung
001,0.15541666666666662,0.9245833333333334
002,0.18018156047368583,0.8998184395263142
003,0.15937626872730695,0.9206237312726931
004,0.15991551780971078,0.9200844821902893
005,0.15441666666666665,0.9255833333333334
006,0.14378629899800677,0.9362137010019933
007,0.15641666666666665,0.9235833333333334
008,0.18874042519474846,0.8912595748052516
009,0.17379166969110793,0.9062083303088921
010,0.15800395556682142,0.9219960444331786
011,0.1460981916575976,0.9339018083424024
012,0.15096414635531594,0.9290358536446841
013,0.15541666666666668,0.9245833333333334
014,0.1738898939955383,0.9061101060044617
015,0.17759049617267816,0.9024095038273219
016,0.17441666666666675,0.9055833333333333
017,0.1684166666666667,0.9115833333333334
018,0.46741747449405396,0.612582525505946
019,0.4741437217159932,0.6058562782840069
020,0.8054738270036973,0.2745261729963028
021,0.26868587967536717,0.8113141203246329
022,0.5486466412140564,0.5313533587859437
023,0.16745607299650925,0.9125439270034909
024,0.513381145393405,0.5666188546065951
025,0.14741666666666667,0.9325833333333334
026,0.1394166666666666,0.9405833333333334
027,0.14075919588442012,0.93924080411558
028,0.13957673342158153,0.9404232665784186
029,0.14278379900840646,0.9372162009915936
030,0.14252838880311744,0.9374716111968826
031,0.1397087481061333,0.9402912518938668
032,0.1394166666666666,0.9405833333333334
033,0.14111181878234966,0.9388881812176504
034,0.14261328176785149,0.9373867182321486
035,0.1422825914026666,0.9377174085973334
036,0.1394166666666666,0.9405833333333334
037,0.1394166666666666,0.9405833333333334
038,0.1394166666666666,0.9405833333333334
039,0.1394166666666666,0.9405833333333334
040,0.1394166666666666,0.9405833333333334
041,0.1395955388997964,0.9404044611002037
042,0.17958965592758236,0.9004103440724177
043,0.1754049304776917,0.9045950695223084
044,0.18440243299395767,0.8955975670060424
045,0.23385989219732706,0.846140107802673
046,0.23644344316620117,0.8435565568337989
047,0.2258685640837641,0.854131435916236
048,0.23926112275033262,0.8407388772496674
049,0.2506464065256806,0.8293535934743195
050,0.14111275997050582,0.9388872400294943
051,0.1412242346978389,0.9387757653021611
052,0.14035180205044456,0.9396481979495555
053,0.17541666666666667,0.9045833333333334
054,0.1413520046319446,0.9386479953680554
055,0.207403370715445,0.8725966292845551
056,0.16852233947569037,0.9114776605243097
057,0.16369811645745866,0.9163018835425414
058,0.16851327576826217,0.9114867242317379
059,0.05341161932895319,1.026588380671047
060,0.17614676099850432,0.9038532390014957
061,0.16895245076699714,0.9110475492330029
062,0.16259728726411213,0.9174027127358879
063,0.15171885416666667,0.9282811458333334
064,0.14081595909371264,0.9391840409062875
065,0.15055353075347844,0.9294464692465216
066,0.16941666666666674,0.9105833333333333
067,0.15364557583888702,0.926354424161113
068,0.15592453888601795,0.9240754611139821
069,0.15618888991104352,0.9238111100889566
070,0.14842063130690902,0.9315793686930911
071,0.15055509396163025,0.9294449060383698
072,0.13998954465608163,0.9400104553439185
073,0.16416686613260711,0.915833133867393
074,0.1684923651392817,0.9115076348607184
075,0.1866189187224524,0.8933810812775477
076,0.21079764177679025,0.8692023582232098
077,0.48710853163317736,0.5928914683668227
078,0.47139407712405484,0.6086059228759453
079,0.1784813912155705,0.9015186087844296
080,0.17771371783181641,0.9022862821681836
081,0.1394166666666666,0.9405833333333334
