file_name,difficulty_score,Abweichung
001,0.17930357118378681,0.0006964288162131793
002,0.16873465864580783,0.01126534135419216
003,0.16084283720176504,0.019157162798234956
004,0.1394166666666666,0.04058333333333339
005,0.1488822682291877,0.031117731770812285
006,0.1621961989576979,0.017803801042302086
007,0.16990594004184234,0.010094059958157653
008,0.18451422255850894,0.004514222558508946
009,0.16981649312085426,0.010183506879145737
010,0.1608338667546452,0.019166133245354794
011,0.15458322151792664,0.025416778482073354
012,0.1439499789020948,0.0360500210979052
013,0.14339126451860648,0.03660873548139351
014,0.19276472092406782,0.01276472092406783
015,0.20289068259711054,0.02289068259711055
016,0.1399064082622076,0.040093591737792394
017,0.1501733424607488,0.029826657539251206
018,0.13832974229546816,0.04167025770453184
019,0.16670360825949815,0.013296391740501845
020,0.1528059303608369,0.0271940696391631
021,0.15104137966598324,0.02895862033401675
022,0.15182499174609396,0.028175008253906036
023,0.15499329750583377,0.025006702494166227
024,0.16346830376237506,0.016531696237624932
025,0.15332744680922952,0.02667255319077047
026,0.14691058005327085,0.03308941994672915
027,0.154199385962799,0.025800614037200992
028,0.15652484685469142,0.02347515314530857
029,0.15740603624012753,0.022593963759872465
030,0.1418769554325801,0.038123044567419884
