file_name,difficulty_score,Abweichung
001,0.18750348482945545,0.11249651517054454
002,0.18157579712717398,0.11842420287282601
003,0.19507228159352596,0.10492771840647402
004,0.1887186931712267,0.1112813068287733
005,0.1819707215027785,0.1180292784972215
006,0.1566167064120079,0.1433832935879921
007,0.17062973241546797,0.12937026758453202
008,0.17457240274754846,0.12542759725245153
009,0.16915410007500323,0.13084589992499676
010,0.18621384219456694,0.11378615780543305
011,0.18002619993561872,0.11997380006438127
012,0.2132927071755817,0.0867072928244183
013,0.18486208975721954,0.11513791024278044
014,0.19039517132268888,0.10960482867731111
015,0.1814166666666667,0.11858333333333329
016,0.1784166666666667,0.1215833333333333
017,0.17241666666666666,0.12758333333333333
018,0.16241666666666668,0.1375833333333333
019,0.18294752748904633,0.11705247251095366
020,0.1847059521895762,0.1152940478104238
021,0.20158362827154708,0.09841637172845291
022,0.22192233227731048,0.07807766772268951
023,0.19116599028824108,0.10883400971175891
024,0.180884113826002,0.11911588617399799
025,0.15966969868900738,0.1403303013109926
026,0.1764166666666667,0.1235833333333333
027,0.1802050231981346,0.11979497680186538
028,0.1855583336615514,0.1144416663384486
029,0.1731231090210795,0.1268768909789205
030,0.17251915446891833,0.12748084553108166
031,0.15065243369124678,0.1493475663087532
032,0.15680718702351512,0.14319281297648487
033,0.17841666666666675,0.12158333333333324
034,0.1650270621134979,0.13497293788650208
035,0.21541666666666667,0.08458333333333332
036,0.22354652071963108,0.07645347928036891
037,0.22541666666666674,0.07458333333333325
038,0.1844166666666667,0.11558333333333329
