file_name,difficulty_score,Abweichung
001,0.1474166666666666,0.9325833333333334
002,0.15406480288292687,0.9259351971170732
003,0.15015674702336987,0.9298432529766302
004,0.15865322991921862,0.9213467700807815
005,0.1733809634908794,0.9066190365091207
006,0.17359818278118122,0.9064018172188189
007,0.1785049811174776,0.9014950188825225
008,0.1868483822388198,0.8931516177611802
009,0.1882027991996628,0.8917972008003373
010,0.17341666666666677,0.9065833333333333
011,0.18000941018115643,0.8999905898188436
012,0.15598510109748034,0.9240148989025198
013,0.1394166666666666,0.9405833333333334
014,0.1394166666666666,0.9405833333333334
015,0.1394166666666666,0.9405833333333334
016,0.15141666666666673,0.9285833333333333
017,0.1600180807751108,0.9199819192248893
018,0.1714166666666667,0.9085833333333334
019,0.16541666666666668,0.9145833333333334
020,0.1652050795621558,0.9147949204378443
021,0.16841666666666666,0.9115833333333334
022,0.15341666666666665,0.9265833333333334
023,0.15444512337887115,0.9255548766211289
024,0.1658434020207216,0.9141565979792785
025,0.20390977075218153,0.8760902292478185
026,0.1775594614046755,0.9024405385953246
027,0.1918201344403027,0.8881798655596974
028,0.21162748186200378,0.8683725181379963
029,0.21726409206014463,0.8627359079398554
030,0.2358872313649157,0.8441127686350843
031,0.1752254089228528,0.9047745910771473
032,0.17341666666666677,0.9065833333333333
033,0.16773203336868966,0.9122679666313104
034,0.16927422792970673,0.9107257720702934
035,0.15241666666666676,0.9275833333333333
036,0.15641666666666673,0.9235833333333333
037,0.15181570974124325,0.9281842902587568
